Run,Time(ms),Memory(Bytes)
1,6.457,7045120
2,6.370,6938624
3,6.326,7032832
4,6.488,6860800
5,6.464,7012352
6,6.853,7045120
7,6.515,7032832
8,6.444,6836224
9,6.677,6938624
10,6.495,7053312

Statistics:
Average Time,6.509 ms
Max Time,6.853 ms
Average Memory,6.656 MB
Max Memory,6.727 MB
