Time(ms),Memory(Bytes)
0.173,6651904.0
0.134,6635520.0
0.174,6922240.0
0.165,6684672.0
0.174,6918144.0
0.147,6930432.0
0.182,6668288.0
0.150,6942720.0
0.146,6590464.0
0.231,7036928.0
0.166,7004160.0
0.196,6946816.0
0.156,7004160.0
0.151,7004160.0
0.158,6942720.0
0.147,6955008.0
0.147,6905856.0
0.173,6643712.0
0.153,6733824.0
0.151,7004160.0
0.180,6922240.0
0.147,6942720.0
0.168,6918144.0
0.160,6365184.0
0.158,6590464.0
0.141,6737920.0
0.172,6631424.0
0.166,6225920.0
0.149,6639616.0
0.166,6860800.0
0.164,7032832.0
0.160,6955008.0
0.144,6918144.0
0.142,6635520.0
3.323,11194368.0
0.141,6569984.0
0.156,6684672.0
0.160,6647808.0
0.158,6664192.0
0.157,7000064.0
0.211,6688768.0
0.156,6197248.0
0.166,6672384.0
0.155,6590464.0
0.159,6905856.0
0.151,6647808.0
0.165,6754304.0
0.172,6582272.0
0.176,6742016.0
0.154,6737920.0
3.392,11304960.0
0.153,7012352.0
0.154,6541312.0
0.164,6909952.0
0.156,6930432.0
0.140,6762496.0
0.150,6934528.0
0.157,6676480.0
0.168,6766592.0
0.151,6582272.0
0.159,6787072.0
0.150,6656000.0
0.146,6955008.0
0.160,7008256.0
0.147,6635520.0
0.150,6742016.0
0.172,6647808.0
0.166,6635520.0
0.158,6946816.0
3.375,11104256.0
0.152,6393856.0
0.151,6688768.0
0.162,6574080.0
0.149,6651904.0
0.166,7032832.0
0.157,6926336.0
0.189,7012352.0
0.167,6844416.0
0.174,6946816.0
0.208,6922240.0
0.168,6942720.0
0.157,6651904.0
0.159,6901760.0
0.164,6864896.0
0.176,6864896.0
0.201,7012352.0
0.166,6852608.0
0.144,7036928.0
0.160,6397952.0
0.153,6594560.0
0.212,6594560.0
0.167,7004160.0
0.178,6946816.0
0.170,7036928.0
0.223,7004160.0
0.148,6955008.0
0.172,6586368.0
0.186,6905856.0
0.161,6742016.0
3.306,11194368.0
