Run,Time(ms),Memory(Bytes)
1,4.393,11415552
2,4.520,11460608
3,4.886,11411456
4,4.477,11448320
5,4.358,11321344
6,4.337,11325440
7,4.489,11403264
8,5.947,11321344
9,4.468,11440128
10,4.553,11440128

Statistics:
Average Time,4.643 ms
Max Time,5.947 ms
Average Memory,10.871 MB
Max Memory,10.930 MB
