Run,Time(ms),Memory(Bytes)
1,0.145,6729728
2,0.138,6778880
3,0.143,6860800
4,0.145,6742016
5,0.139,6656000
6,0.138,6615040
7,0.141,6647808
8,0.139,6860800
9,0.138,6782976
10,0.151,6955008
11,0.139,6737920
12,0.140,6725632
13,0.140,6995968
14,0.145,6680576
15,0.139,6365184
16,0.139,6680576
17,0.139,6631424
18,0.150,6733824
19,0.149,6725632
20,0.144,6930432
21,0.146,6938624
22,0.139,6914048
23,0.140,6627328
24,0.141,7049216
25,0.138,6856704
26,0.143,7008256
27,0.140,6610944
28,0.144,6782976
29,0.147,6782976
30,0.138,6647808
31,0.140,6627328
32,0.140,6901760
33,0.143,6758400
34,0.147,7049216
35,0.140,6402048
36,0.138,7032832
37,0.152,6569984
38,0.143,6807552
39,0.139,6393856
40,0.138,7012352
41,0.139,7028736
42,0.142,7057408
43,0.138,6918144
44,0.141,6938624
45,0.140,6975488
46,0.144,6774784
47,0.139,6914048
48,0.145,6926336
49,0.139,6774784
50,0.139,6684672
51,0.148,6729728
52,0.139,6762496
53,0.140,6733824
54,0.139,6684672
55,0.139,6742016
56,0.141,7008256
57,0.139,6938624
58,0.143,6787072
59,0.138,6942720
60,0.146,6643712
61,0.145,6643712
62,0.140,6942720
63,0.140,6586368
64,0.138,6897664
65,0.143,7057408
66,0.143,6565888
67,0.139,6631424
68,0.140,6643712
69,0.140,7057408
70,0.138,6668288
71,0.141,6914048
72,0.142,6668288
73,0.140,7049216
74,0.139,6668288
75,0.141,6918144
76,121.598,6127616
77,0.138,6643712
78,0.139,6631424
79,0.149,7049216
80,0.139,6590464
81,0.139,6627328
82,0.140,7008256
83,0.139,6586368
84,0.138,7045120
85,0.138,7008256
86,0.140,6729728
87,0.141,6778880
88,0.139,6660096
89,0.139,6668288
90,0.139,6737920
91,0.141,6782976
92,0.138,6471680
93,0.147,6787072
94,0.140,6656000
95,0.147,6582272
96,0.254,7032832
97,0.141,6647808
98,0.141,6725632
99,0.139,7004160
100,0.148,6742016

Statistics:
Average Time,1.357 ms
Max Time,121.598 ms
Average Memory,6.464 MB
Max Memory,6.730 MB
