Run,Time(ms),Memory(Bytes)
1,295.252,7024640
2,417.278,6856704
3,290.638,6901760
4,289.218,7544832
5,416.551,6934528
6,288.631,7532544
7,413.672,7426048
8,287.975,6897664
9,288.307,7020544
10,415.421,6909952

Statistics:
Average Time,340.294 ms
Max Time,417.278 ms
Average Memory,6.776 MB
Max Memory,7.195 MB
