Run,Time(ms),Memory(Bytes)
1,12.742,11464704
2,11.931,11390976
3,10.980,11472896
4,11.350,11423744
5,12.219,11337728
6,10.937,11456512
7,11.159,11436032
8,13.163,11509760
9,11.260,11493376
10,11.655,11427840

Statistics:
Average Time,11.740 ms
Max Time,13.163 ms
Average Memory,10.911 MB
Max Memory,10.977 MB
