Run,Time(ms),Memory(Bytes)
1,0.115,6914048
2,0.131,7000064
3,0.116,6668288
4,0.122,7008256
5,0.118,7045120
6,0.157,7045120
7,0.115,6643712
8,0.118,6311936
9,0.125,6729728
10,0.117,6950912
11,0.117,7032832
12,0.116,7012352
13,0.116,7012352
14,0.116,6672384
15,0.115,6918144
16,0.115,6901760
17,0.115,6901760
18,0.121,6848512
19,0.115,6905856
20,0.141,6942720
21,0.118,6782976
22,0.116,6656000
23,0.125,7032832
24,0.121,6926336
25,0.124,6897664
26,0.116,7000064
27,0.115,6918144
28,0.114,6938624
29,0.117,6918144
30,0.155,6848512
31,0.116,6914048
32,0.122,7008256
33,0.118,6647808
34,0.123,6926336
35,0.123,7020544
36,0.120,7053312
37,0.115,6942720
38,0.115,7004160
39,0.135,6938624
40,0.116,6918144
41,0.121,7008256
42,0.161,6914048
43,0.116,6926336
44,0.116,7008256
45,0.115,7000064
46,0.118,6914048
47,0.116,6942720
48,0.118,6938624
49,0.117,6848512
50,0.115,6742016
51,0.115,6414336
52,0.116,6860800
53,0.114,6938624
54,0.116,6860800
55,0.117,6922240
56,0.116,6914048
57,0.116,7049216
58,0.129,6922240
59,0.115,6914048
60,0.115,6995968
61,0.116,7000064
62,0.115,6860800
63,0.117,7061504
64,0.123,6950912
65,0.117,6922240
66,0.137,6840320
67,0.119,7045120
68,0.115,6897664
69,0.117,6914048
70,0.115,6930432
71,0.116,7004160
72,0.118,7028736
73,0.116,6389760
74,0.131,7004160
75,0.124,6860800
76,0.124,6938624
77,0.125,6914048
78,0.120,6930432
79,0.127,6914048
80,0.117,6950912
81,0.117,6905856
82,0.116,6631424
83,0.116,6631424
84,0.116,7000064
85,0.118,6668288
86,0.116,7057408
87,0.117,6930432
88,0.116,6950912
89,0.115,6856704
90,0.118,6938624
91,0.116,7028736
92,0.121,6901760
93,0.119,6918144
94,0.116,6721536
95,0.117,6848512
96,0.114,7057408
97,0.115,6901760
98,0.119,7012352
99,0.116,6918144
100,0.118,6840320

Statistics:
Average Time,0.120 ms
Max Time,0.161 ms
Average Memory,6.579 MB
Max Memory,6.734 MB
