Run,Time(ms),Memory(Bytes)
1,0.159,7229440
2,0.184,7094272
3,0.169,7090176
4,0.170,7106560
5,0.154,7172096
6,0.155,7122944
7,0.165,7094272
8,0.155,7213056
9,0.182,7233536
10,0.154,7094272

Statistics:
Average Time,0.165 ms
Max Time,0.184 ms
Average Memory,6.814 MB
Max Memory,6.898 MB
