Run,Time(ms),Memory(Bytes)
1,98.908,11968512
2,102.362,11874304
3,103.134,11964416
4,100.594,11825152
5,106.599,11870208
6,104.692,11964416
7,102.708,11874304
8,104.826,11829248
9,100.212,11804672
10,103.139,11821056

Statistics:
Average Time,102.717 ms
Max Time,106.599 ms
Average Memory,11.329 MB
Max Memory,11.414 MB
