Run,Time(ms),Memory(Bytes)
1,8.488,7868416
2,8.966,7815168
3,8.810,7909376
4,8.189,7835648
5,8.723,7815168
6,8.885,7806976
7,9.653,11816960
8,9.549,11870208
9,8.585,7815168
10,8.813,7905280

Statistics:
Average Time,8.866 ms
Max Time,9.653 ms
Average Memory,8.245 MB
Max Memory,11.320 MB
