Time(ms),Memory(Bytes)
0.258,6672384.0
0.252,6647808.0
0.271,6914048.0
0.249,6684672.0
0.268,6647808.0
0.251,6758400.0
0.258,6729728.0
0.255,6475776.0
0.256,6635520.0
0.260,6893568.0
