Time(ms),Memory(Bytes)
2.173,6946816.0
2.187,6918144.0
2.433,6909952.0
2.192,6897664.0
2.142,7036928.0
2.182,7049216.0
2.187,6914048.0
2.149,6922240.0
2.192,6897664.0
2.188,6922240.0
