Run,Time(ms),Memory(Bytes)
1,0.095,7094272
2,0.099,7213056
3,0.113,7159808
4,0.099,7094272
5,0.086,7147520
6,0.091,7090176
7,0.083,7110656
8,0.081,7176192
9,0.085,7094272
10,0.092,7229440

Statistics:
Average Time,0.092 ms
Max Time,0.113 ms
Average Memory,6.810 MB
Max Memory,6.895 MB
