Run,Time(ms),Memory(Bytes)
1,737.813,6930432
2,736.486,7004160
3,736.002,6860800
4,735.439,6905856
5,746.990,6922240
6,738.391,6930432
7,739.041,7061504
8,737.129,6918144
9,751.824,7032832
10,758.733,7057408

Statistics:
Average Time,741.785 ms
Max Time,758.733 ms
Average Memory,6.640 MB
Max Memory,6.734 MB
