Run,Time(ms),Memory(Bytes)
1,2.795,6909952
2,2.811,6918144
3,2.867,6852608
4,2.734,6905856
5,124.272,7012352
6,2.853,6930432
7,2.817,7061504
8,2.770,6856704
9,2.720,7061504
10,2.795,6918144

Statistics:
Average Time,14.943 ms
Max Time,124.272 ms
Average Memory,6.621 MB
Max Memory,6.734 MB
