Run,Time(ms),Memory(Bytes)
1,24.758,7180288
2,25.093,7020544
3,25.122,7139328
4,24.889,7024640
5,24.946,7020544
6,25.406,7127040
7,24.020,7131136
8,25.274,7143424
9,26.523,7114752
10,25.970,7266304

Statistics:
Average Time,25.200 ms
Max Time,26.523 ms
Average Memory,6.787 MB
Max Memory,6.930 MB
