Run,Time(ms),Memory(Bytes)
1,202.335,7045120
2,77.516,7458816
3,202.153,6995968
4,202.980,7000064
5,77.733,6897664
6,202.043,6955008
7,208.276,6901760
8,205.955,6914048
9,78.602,6897664
10,204.460,6914048

Statistics:
Average Time,166.205 ms
Max Time,208.276 ms
Average Memory,6.674 MB
Max Memory,7.113 MB
