Run,Time(ms),Memory(Bytes)
1,5.573,6942720
2,5.384,6938624
3,5.777,7012352
4,5.701,6938624
5,5.269,7557120
6,5.217,6938624
7,5.250,6942720
8,5.273,6901760
9,5.261,6991872
10,5.282,6905856

Statistics:
Average Time,5.399 ms
Max Time,5.777 ms
Average Memory,6.682 MB
Max Memory,7.207 MB
